time,x,y,z,qx,qy,qz,qw
0.0036028999893460423,-0.36847391724586487,1.2435176372528076,0.008375244215130806,-0.03531224653124809,-0.13412593305110931,-0.07557743787765503,-0.9874468445777893
0.008058899999014102,-0.368421345949173,1.2435617446899414,0.00840378925204277,-0.03482496365904808,-0.1341327279806137,-0.07583533227443695,-0.9874435067176819
0.012730299989925697,-0.36837610602378845,1.2435930967330933,0.008446251973509789,-0.034279581159353256,-0.13429610431194305,-0.07601907104253769,-0.9874262809753418
0.016473899988341145,-0.3683284521102905,1.2436137199401855,0.008477021008729935,-0.03430850803852081,-0.13438189029693604,-0.07600907236337662,-0.9874143004417419
0.02129419999255333,-0.3682612180709839,1.243631362915039,0.008530134335160255,-0.03447559475898743,-0.13455811142921448,-0.07566750049591064,-0.9874107241630554
0.025405599997611716,-0.36819905042648315,1.2436579465866089,0.008572201244533062,-0.034836750477552414,-0.13475191593170166,-0.07487574219703674,-0.9874320030212402
0.02932219998911023,-0.36814332008361816,1.2436776161193848,0.00860280729830265,-0.03486128896474838,-0.13473038375377655,-0.0748555064201355,-0.9874355792999268
0.033364299990353175,-0.3680945932865143,1.2436912059783936,0.008633488789200783,-0.034904465079307556,-0.13478560745716095,-0.07484655827283859,-0.9874272346496582
0.03727309999521822,-0.36804091930389404,1.2437068223953247,0.008657999336719513,-0.03499041497707367,-0.13486234843730927,-0.07485400885343552,-0.9874131679534912
0.04166209998948034,-0.3679887056350708,1.2437230348587036,0.0086824931204319,-0.0350104384124279,-0.13495154678821564,-0.07481347024440765,-0.987403392791748
0.04587899999751244,-0.3679342567920685,1.243746280670166,0.008725185878574848,-0.03541049733757973,-0.13510532677173615,-0.07403884828090668,-0.9874264001846313
0.050136099991505034,-0.3678605258464813,1.2437694072723389,0.00873858854174614,-0.03552170470356941,-0.1355866938829422,-0.07390625029802322,-0.9873663187026978
0.05407089999062009,-0.36781424283981323,1.2437957525253296,0.008745717816054821,-0.03551856428384781,-0.13564904034137726,-0.07392239570617676,-0.9873566627502441
0.05819679998967331,-0.3677588701248169,1.2438287734985352,0.008753136731684208,-0.03543666750192642,-0.1355699896812439,-0.07395771890878677,-0.9873679280281067
0.06263059999037068,-0.3677116632461548,1.2438589334487915,0.008752777241170406,-0.035479336977005005,-0.1356571763753891,-0.07376376539468765,-0.9873688817024231
0.06665559999237303,-0.3676682710647583,1.2438912391662598,0.008752253837883472,-0.035345304757356644,-0.1357334703207016,-0.07374270260334015,-0.9873648285865784
0.07074989999819081,-0.3676269054412842,1.243920922279358,0.008753716945648193,-0.03529449552297592,-0.13578325510025024,-0.07366384565830231,-0.9873656034469604
0.0752436999900965,-0.36755800247192383,1.2439639568328857,0.00871889665722847,-0.035145778208971024,-0.13541340827941895,-0.07378122955560684,-0.9874129295349121
0.07905010000104085,-0.3675236999988556,1.2439948320388794,0.008711369708180428,-0.034906040877103806,-0.13548214733600616,-0.07385795563459396,-0.987406313419342
0.08324209999409504,-0.3674912452697754,1.244027018547058,0.008696921169757843,-0.03483555465936661,-0.13555912673473358,-0.07389876991510391,-0.987395167350769
0.08764899999368936,-0.36745911836624146,1.2440589666366577,0.008683433756232262,-0.034711651504039764,-0.1356722116470337,-0.07392718642950058,-0.9873818755149841
0.09194499999284744,-0.3674335777759552,1.244094967842102,0.008660868741571903,-0.034860555082559586,-0.13577166199684143,-0.07367122918367386,-0.9873821139335632
0.09599689999595284,-0.3673960864543915,1.244114875793457,0.008643594570457935,-0.03478062525391579,-0.1359928548336029,-0.07385187596082687,-0.9873409867286682
0.09976459998870268,-0.3673703670501709,1.244136095046997,0.00862380862236023,-0.03479205071926117,-0.13614343106746674,-0.07393097877502441,-0.9873139262199402
0.10429219999059569,-0.3673442006111145,1.24416184425354,0.008594988845288754,-0.034681688994169235,-0.13652940094470978,-0.07426462322473526,-0.987239420413971
0.10845379999955185,-0.36731666326522827,1.2441816329956055,0.008588545024394989,-0.03458085283637047,-0.13664400577545166,-0.07443039864301682,-0.9872146844863892
0.11251929998979904,-0.3672657608985901,1.244195580482483,0.008596466854214668,-0.03429282829165459,-0.13731426000595093,-0.07447226345539093,-0.987128496170044
0.1166112999926554,-0.3672390580177307,1.2442221641540527,0.008577132597565651,-0.03443276882171631,-0.13770945370197296,-0.07446940243244171,-0.9870688915252686
0.12073840000084601,-0.3672114908695221,1.2442306280136108,0.008593829348683357,-0.03435809537768364,-0.1375730037689209,-0.07446480542421341,-0.9870908260345459
0.12538499999209307,-0.3671867251396179,1.2442313432693481,0.008580442517995834,-0.03417528048157692,-0.13763952255249023,-0.07484959810972214,-0.9870588183403015
0.12937670000246726,-0.36715906858444214,1.2442430257797241,0.008582940325140953,-0.034417711198329926,-0.13777129352092743,-0.07442883402109146,-0.9870637655258179
0.13323219999438152,-0.3671351373195648,1.2442461252212524,0.008584110997617245,-0.034375306218862534,-0.13784119486808777,-0.07442998886108398,-0.9870554208755493
0.13742240000283346,-0.3671162724494934,1.244247317314148,0.00858873501420021,-0.03446277230978012,-0.13788321614265442,-0.0743759423494339,-0.9870505332946777
0.14155429998936597,-0.3670913875102997,1.2442450523376465,0.008589892648160458,-0.03446275740861893,-0.13792651891708374,-0.07442769408226013,-0.9870405793190002
0.1459781000012299,-0.3670734465122223,1.2442348003387451,0.008595914579927921,-0.03450389206409454,-0.13787640631198883,-0.07410717755556107,-0.9870703220367432
0.14979129999119323,-0.3670518398284912,1.244230031967163,0.008595089428126812,-0.03450861945748329,-0.13782614469528198,-0.0740957036614418,-0.987078070640564
0.15412130000186153,-0.367032527923584,1.2442208528518677,0.008591796271502972,-0.034715436398983,-0.13782578706741333,-0.0740843415260315,-0.987071692943573
0.1585334999981569,-0.3670162558555603,1.2442106008529663,0.008584973402321339,-0.034825313836336136,-0.13782763481140137,-0.07396947592496872,-0.9870761036872864
0.16229459999885876,-0.36700183153152466,1.2442021369934082,0.008583130314946175,-0.0348886214196682,-0.1377532184123993,-0.07396639883518219,-0.9870845675468445
0.16662669999641366,-0.366990864276886,1.2441929578781128,0.008570168167352676,-0.03499109670519829,-0.13779772818088531,-0.07383668422698975,-0.9870844483375549
0.17354819999309257,-0.3669835925102234,1.2441868782043457,0.008553583174943924,-0.03520502522587776,-0.1377626210451126,-0.07370900362730026,-0.9870911836624146
0.17913509999925736,-0.3669809401035309,1.2441686391830444,0.008562644943594933,-0.034968819469213486,-0.13764113187789917,-0.07385288178920746,-0.9871058464050293
0.18259440000110772,-0.3669809401035309,1.2441686391830444,0.008562644943594933,-0.034968819469213486,-0.13764113187789917,-0.07385288178920746,-0.9871058464050293
0.18745729999500327,-0.3669918477535248,1.2441694736480713,0.0085409265011549,-0.03533775731921196,-0.13762438297271729,-0.07363460958003998,-0.9871112704277039
0.19147659999725875,-0.36699625849723816,1.2441476583480835,0.00856855884194374,-0.03454369679093361,-0.13755342364311218,-0.07425647228956223,-0.9871026873588562
0.19573599999421276,-0.3670169711112976,1.2441480159759521,0.008541482500731945,-0.03486257791519165,-0.13763345777988434,-0.0741223394870758,-0.9870904088020325
0.20011169998906553,-0.367027223110199,1.2441461086273193,0.008537091314792633,-0.034973762929439545,-0.13770616054534912,-0.07408952713012695,-0.9870789051055908
0.20796889999473933,-0.3670557141304016,1.2441233396530151,0.008534714579582214,-0.03521057218313217,-0.13784773647785187,-0.07365282624959946,-0.9870833158493042
0.2122469000023557,-0.3670668303966522,1.2440844774246216,0.008579127490520477,-0.034417785704135895,-0.13778580725193024,-0.07445680350065231,-0.9870595932006836
0.2186541999981273,-0.3670756220817566,1.2440640926361084,0.008580935187637806,-0.034360647201538086,-0.13790594041347504,-0.07463306188583374,-0.9870315194129944
0.22323069999401923,-0.3670814335346222,1.2440451383590698,0.008595417253673077,-0.03429901599884033,-0.13790108263492584,-0.07457880675792694,-0.9870384931564331
0.22689279999758583,-0.36708617210388184,1.2440195083618164,0.008606496267020702,-0.034395087510347366,-0.13793198764324188,-0.0744820311665535,-0.9870381355285645
0.23120449999987613,-0.36707258224487305,1.243973731994629,0.008636576123535633,-0.03460784628987312,-0.13807198405265808,-0.07476487010717392,-0.9869896769523621
0.23731209999823477,-0.36707648634910583,1.2439020872116089,0.00868914369493723,-0.03466945141553879,-0.13797415792942047,-0.07491850107908249,-0.9869895577430725
0.24180550000164658,-0.3670794367790222,1.243868350982666,0.008722938597202301,-0.03487154096364975,-0.13792122900485992,-0.0747368112206459,-0.9870036244392395
0.24580599999171682,-0.3670777380466461,1.243836760520935,0.00875711441040039,-0.035000331699848175,-0.13784827291965485,-0.07475294917821884,-0.9870080351829529
0.25190389998897444,-0.367078572511673,1.2438087463378906,0.008785474114120007,-0.035100262612104416,-0.137772798538208,-0.07469850778579712,-0.9870191812515259
0.25650089999544434,-0.36707842350006104,1.2437750101089478,0.008813832886517048,-0.035277340561151505,-0.13778576254844666,-0.07450639456510544,-0.9870255589485168
0.2623662999976659,-0.36708226799964905,1.2436987161636353,0.008897173218429089,-0.03589387983083725,-0.13770365715026855,-0.07426322996616364,-0.9870331287384033
0.26645840000128374,-0.3670869469642639,1.2436416149139404,0.008948988281190395,-0.036461446434259415,-0.13769742846488953,-0.07399642467498779,-0.9870332479476929
0.27076439998927526,-0.36708366870880127,1.2436038255691528,0.009000745601952076,-0.03659724444150925,-0.13783644139766693,-0.07395237684249878,-0.9870120882987976
0.2749784999905387,-0.36708196997642517,1.243569016456604,0.009052056819200516,-0.03673418238759041,-0.13780267536640167,-0.07388480007648468,-0.9870167374610901
0.2790679000027012,-0.3670804500579834,1.2435404062271118,0.009119917638599873,-0.036867063492536545,-0.13768461346626282,-0.07413528859615326,-0.9870095252990723
0.2831286000000546,-0.36708158254623413,1.2435061931610107,0.009181695058941841,-0.036942511796951294,-0.13765162229537964,-0.07394763827323914,-0.9870254397392273
0.28741019999142736,-0.3670765459537506,1.2434728145599365,0.009248370304703712,-0.03699047118425369,-0.13765151798725128,-0.07386387884616852,-0.9870298504829407
0.2927297999995062,-0.36706918478012085,1.2434344291687012,0.00932452641427517,-0.03718661144375801,-0.13768982887268066,-0.07377955317497253,-0.9870234727859497
0.2963518999895314,-0.36708781123161316,1.2433799505233765,0.00943603552877903,-0.03710010275244713,-0.1379828155040741,-0.07408516854047775,-0.9869628548622131
0.30447540000022855,-0.367032915353775,1.2433046102523804,0.009657390415668488,-0.037439484149217606,-0.13819929957389832,-0.07372935116291046,-0.9869464039802551
0.3081516999955056,-0.3670145571231842,1.2432582378387451,0.009779764339327812,-0.03728185594081879,-0.1382090300321579,-0.07399065047502518,-0.9869315028190613
0.3129768999933731,-0.36699262261390686,1.2432045936584473,0.009914345107972622,-0.037864163517951965,-0.13822545111179352,-0.07353827357292175,-0.9869408011436462
0.3168678999936674,-0.3669523298740387,1.2431730031967163,0.01007881946861744,-0.037567444145679474,-0.13814136385917664,-0.07360421121120453,-0.9869590401649475
0.3250034999946365,-0.36683961749076843,1.2430994510650635,0.01042698509991169,-0.037277210503816605,-0.13848349452018738,-0.0736720860004425,-0.9869170188903809
0.32895860000280663,-0.3667401671409607,1.2430856227874756,0.010646294802427292,-0.03696263208985329,-0.13898645341396332,-0.07419821619987488,-0.986818790435791
0.33338919999368954,-0.3666382431983948,1.2430720329284668,0.01090568583458662,-0.0366046167910099,-0.13906611502170563,-0.0741783156991005,-0.9868223667144775
0.3373053999966942,-0.36657363176345825,1.2430510520935059,0.011148018762469292,-0.03668687865138054,-0.13898709416389465,-0.07417881488800049,-0.9868304133415222
0.3415372000017669,-0.3665049076080322,1.2430006265640259,0.011402267031371593,-0.037403885275125504,-0.13891001045703888,-0.07337041199207306,-0.9868747591972351
0.34565740000107326,-0.3664197325706482,1.2429739236831665,0.01166671235114336,-0.03774203360080719,-0.13916809856891632,-0.07306500524282455,-0.9868481755256653
0.3498133999964921,-0.3662963807582855,1.2429327964782715,0.011962494812905788,-0.03827126324176788,-0.13951963186264038,-0.07269154489040375,-0.98680579662323
0.35443669999949634,-0.3661884665489197,1.2428851127624512,0.012244481593370438,-0.038616180419921875,-0.13978204131126404,-0.07246030867099762,-0.9867721199989319
0.358689399989089,-0.36607983708381653,1.2428499460220337,0.012557562440633774,-0.03868906944990158,-0.14030708372592926,-0.07282242178916931,-0.9866681098937988
0.3624426000023959,-0.3659697473049164,1.2428553104400635,0.01287178136408329,-0.038616687059402466,-0.13994434475898743,-0.07327963411808014,-0.9866886734962463
0.3673380999971414,-0.36584699153900146,1.2428892850875854,0.013247516937553883,-0.03956545516848564,-0.1396549493074417,-0.07223522663116455,-0.9867690801620483
0.37332109999260865,-0.3657117486000061,1.2429240942001343,0.0135871646925807,-0.039781562983989716,-0.13998925685882568,-0.07156414538621902,-0.9867619276046753
0.3776917999930447,-0.36558616161346436,1.2429155111312866,0.013959400355815887,-0.040286511182785034,-0.1404215395450592,-0.07078729569911957,-0.986735999584198
0.3814636999886716,-0.3654029071331024,1.2429288625717163,0.014342587441205978,-0.0401885062456131,-0.14085173606872559,-0.07097860425710678,-0.9866650104522705
0.38533219999226276,-0.365261048078537,1.2429535388946533,0.014735396951436996,-0.04070812463760376,-0.14127221703529358,-0.07041561603546143,-0.9866238832473755
0.38930830000026617,-0.3650711178779602,1.2430585622787476,0.015178516507148743,-0.041494160890579224,-0.14106816053390503,-0.06960785388946533,-0.9866776466369629
0.39336719999846537,-0.36488205194473267,1.2431488037109375,0.01564665697515011,-0.04053414985537529,-0.1411479413509369,-0.07002362608909607,-0.9866766929626465
0.39766239999153186,-0.36466872692108154,1.2432056665420532,0.01611943542957306,-0.04046083241701126,-0.14216075837612152,-0.06947438418865204,-0.9865732192993164
0.4016131999960635,-0.3644828498363495,1.2432608604431152,0.01658615842461586,-0.04127988964319229,-0.14276883006095886,-0.06846209615468979,-0.9865221977233887
0.4056672000006074,-0.36421144008636475,1.243376612663269,0.017177443951368332,-0.04121246188879013,-0.14313261210918427,-0.0687476098537445,-0.9864524602890015
0.4104977999959374,-0.36399614810943604,1.243449330329895,0.01774013042449951,-0.04038504883646965,-0.14355982840061188,-0.0692298412322998,-0.9863908290863037
0.414340599993011,-0.3637445867061615,1.2435370683670044,0.01831088960170746,-0.04064660519361496,-0.14478766918182373,-0.06785043329000473,-0.9862964749336243
0.4189810999960173,-0.36349570751190186,1.2436240911483765,0.018939699977636337,-0.04063316062092781,-0.14537270367145538,-0.0675554946064949,-0.98623126745224
0.4234505999920657,-0.36324694752693176,1.2437161207199097,0.0195856261998415,-0.04007239639759064,-0.1457294225692749,-0.0685843825340271,-0.9861305356025696
0.42886129999533296,-0.3627234697341919,1.2439045906066895,0.02105565369129181,-0.03978158161044121,-0.1483805775642395,-0.06756775826215744,-0.9858170747756958
0.43317689999821596,-0.362470805644989,1.2439773082733154,0.021791629493236542,-0.04014124721288681,-0.1492684930562973,-0.0677495077252388,-0.9856559038162231
0.4376278999989154,-0.3622249960899353,1.24404776096344,0.02264690026640892,-0.03906987980008125,-0.15062487125396729,-0.06735050678253174,-0.9855199456214905
0.4417284999944968,-0.361978679895401,1.244111180305481,0.023505855351686478,-0.039660558104515076,-0.1509515941143036,-0.06782428175210953,-0.9854139089584351
0.4475732999999309,-0.3617578148841858,1.244181752204895,0.024413641542196274,-0.03980819508433342,-0.15275242924690247,-0.06664109230041504,-0.985211193561554
0.45186939999985043,-0.3614986836910248,1.2442090511322021,0.02535310760140419,-0.03895913437008858,-0.153538778424263,-0.06775300949811935,-0.9850469827651978
0.45631419999699574,-0.3612431287765503,1.244278073310852,0.026375528424978256,-0.039527181535959244,-0.15482106804847717,-0.06711704283952713,-0.9848671555519104
0.46086900000227615,-0.36098524928092957,1.2442851066589355,0.02737496979534626,-0.03912661597132683,-0.15585535764694214,-0.06829168647527695,-0.9846392869949341
