,TLX_q,TLX_awwl,MS_q,MS_score,MD_r,SE_r
0,57.0,1190.0,59.0,58.5,5.0,68.0
1,59.0,,58.0,45.5,,62.0
2,40.0,,57.0,63.0,,58.0
3,57.0,,34.0,46.0,,71.0
4,42.0,,62.0,,,62.0
5,62.0,,64.0,,,
6,,,64.0,,,
7,,,28.0,,,
