,TLX_q,TLX_awwl,MS_q,MS_score,MD_r,SE_r
0,81.0,1579.0,31.0,33.5,5.0,33.0
1,76.0,,36.0,51.5,,60.0
2,76.0,,40.0,26.5,,66.0
3,34.0,,63.0,55.0,,24.0
4,75.0,,28.0,,,57.0
5,75.0,,25.0,,,
6,,,41.0,,,
7,,,69.0,,,
