,TLX_q,TLX_awwl,MS_q,MS_score,MD_r,SE_r
0,73.0,1670.0,68.0,70.0,2.0,74.0
1,65.0,,72.0,73.5,,74.0
2,69.0,,70.0,71.0,,78.0
3,85.0,,77.0,50.0,,28.0
4,70.0,,74.0,,,73.0
5,90.0,,68.0,,,
6,,,71.0,,,
7,,,29.0,,,
