,TLX_q,TLX_awwl,MS_q,MS_score,MD_r,SE_r
0,58.0,1175.0,65.0,59.0,7.0,72.0
1,55.0,,53.0,52.5,,66.0
2,58.0,,64.0,61.5,,72.0
3,45.0,,41.0,48.5,,72.0
4,59.0,,58.0,,,67.0
5,44.0,,65.0,,,
6,,,65.0,,,
7,,,32.0,,,
