,TLX_q,TLX_awwl,MS_q,MS_score,MD_r,SE_r
0,45.0,1220.0,71.0,67.0,7.0,85.0
1,40.0,,63.0,63.0,,78.0
2,58.0,,69.0,66.5,,83.0
3,72.0,,57.0,37.5,,58.0
4,59.0,,77.0,,,82.0
5,43.0,,56.0,,,
6,,,36.0,,,
7,,,39.0,,,
