,TLX_q,TLX_awwl,MS_q,MS_score,MD_r,SE_r
0,57.0,1239.0,68.0,45.0,1.0,70.0
1,66.0,,22.0,0.0,,82.0
2,65.0,,0.0,88.0,,82.0
3,6.0,,0.0,3.0,,7.0
4,67.0,,90.0,,,78.0
5,35.0,,86.0,,,
6,,,6.0,,,
7,,,0.0,,,
