,TLX_q,TLX_awwl,MS_q,MS_score,MD_r,SE_r
0,25.0,1803.0,31.0,28.0,1.0,24.0
1,90.0,,25.0,15.5,,34.0
2,98.0,,27.0,37.0,,65.0
3,66.0,,4.0,70.5,,58.0
4,94.0,,36.0,,,40.0
5,76.0,,38.0,,,
6,,,63.0,,,
7,,,78.0,,,
