,time,x,y,z,vx,vy,vz,ax,ay,az,jx,jy,jz
1471,6.6545009999972535,-0.016527395422762416,-0.0027765170483799824,0.009812626370157954,-0.004060146671854035,-0.006078529657722681,0.03280675062357605,0.06375209601942011,0.07567001275753962,-0.026579114878577184,0.17566400189938583,0.32642702482961794,-0.44146820780419493
1472,6.660586899990449,-0.01651316221561617,-0.0027138661959954574,0.009824181081685875,-0.003771560119983417,-0.005734829825280928,0.032682733421578986,0.06453849607850798,0.07714193576107031,-0.028571510284938203,0.173978762262208,0.32805144475078146,-0.444316194845874
1473,6.664881799995783,-0.01646669294708851,-0.002616161414823933,0.009864178051526,-0.0034794531217672586,-0.005384491917263605,0.032549724601160374,0.06531724127697659,0.07862107287613787,-0.030576612872776035,0.17226105181280355,0.32963402426226157,-0.4471186387479468
1474,6.670787299997755,-0.01643871453186322,-0.0024585183012851186,0.009949257280285468,-0.003183860451833704,-0.0050274839245686605,0.032407667475873286,0.0660881860983408,0.08010723486785387,-0.032594216573228675,0.17051107043783323,0.33117422500508076,-0.4498749839177108
1475,6.674317599987262,-0.01643871453186322,-0.0024585183012851186,0.009949257280285468,-0.002884817537149926,-0.004663774695283862,0.032256506291822334,0.06685118593670362,0.08160023008856741,-0.034624112830865736,0.16872902336859316,0.33267151376275245,-0.45258467849153977
1476,6.678662899998017,-0.01643871453186322,-0.0024585183012851186,0.009949257280285468,-0.002582360452860861,-0.004293333945461812,0.03209618623879349,0.06760609712069439,0.0830998645011907,-0.036666090620635,0.16691512117269403,0.33412536258543485,-0.4552471744319364
1477,6.683325399993919,-0.016488455638255975,-0.0023738395558091418,0.0099851809914666,-0.0022765259180205673,-0.0039161322697875665,0.0319266534613065,0.06835277693736834,0.0846059417030884,-0.038719936465241155,0.16506957974501574,0.3355352489139086,-0.4578619276247573
1478,6.687897499999963,-0.016396041472308484,-0.0021599352370615544,0.010191849577412619,-0.001967351291216415,-0.003532141152136332,0.031747855069588174,0.06909108365606455,0.08611826295053,-0.040785434452957535,0.163192620297932,0.3369006557033529,-0.46042839797658885
1479,6.691434799999115,-0.016396041472308484,-0.0021599352370615544,0.010191849577412619,-0.0016548745660862933,-0.0031413329760187625,0.03155973915046466,0.06982087655221891,0.08763662718370398,-0.04286236625587164,0.16128446935079754,0.3382210715468924,-0.46294604951225576
1480,6.695750899991253,-0.016452088001922237,-0.002069203558494443,0.010274679657534938,-0.001339134366729051,-0.00274368103491138,0.03136225477817058,0.070542015931129,0.08916083105229262,-0.044950511148564846,0.15934535871869104,0.3394959907988873,-0.4654143504724449
1481,6.700017999988631,-0.01636239807953195,-0.0019394741561622833,0.010453866525467322,-0.0010201699430083958,-0.002339159542469645,0.031155352025073163,0.07125436315166742,0.0906906689416059,-0.047049646027226874,0.15737552550040668,0.34072491369793995,-0.4678327734114257
1482,6.70423160000064,-0.01636521146528903,-0.001855403268458774,0.010547300328618423,-0.0006980211657504939,-0.0019277436426211887,0.030938981972309217,0.07195778064994048,0.0922259329992726,-0.04915954542920547,0.15537521206568805,0.34190734648958887,-0.47020079529484765
1483,6.708550399998785,-0.016374833613453394,-0.0017701236641325469,0.010642209598158639,-0.000372728521835537,-0.0015094094195367603,0.030713096720333163,0.0726521319628889,0.09376641316248713,-0.05127998155299158,0.15334466604169783,0.34304280154866,-0.47251789759759366
1484,6.712737599998945,-0.016367549789421794,-0.0017066256899369659,0.010718375133254427,-4.433310918353949e-05,-0.0010841339074764297,0.030477649399374244,0.0733372817518265,0.09531189718581037,-0.05341072427864027,0.1512841402987167,0.3441307975012451,-0.4747835664016707
1485,6.71704009998939,-0.016342485797856483,-0.0015925085787787973,0.010785136502187254,0.0002871233683653372,-0.0006518951005086124,0.030232594179801175,0.07401309582591356,0.09686217066952246,-0.055551541188627214,0.1491938929350642,0.345170859346279,-0.47699729249411543
1486,6.721368499987875,-0.016333247717182593,-0.0015193746732486669,0.010874736545836833,0.000621598606275631,-0.00021267196209949068,0.029977886282392268,0.07467944116556151,0.09841701708852521,-0.05770219758914062,0.14707418726123445,0.3461625185766863,-0.47915857146489316
1487,6.725028799992288,-0.016333247717182593,-0.0015193746732486669,0.010874736545836833,0.0009590497046462772,0.00023355556542958513,0.029713481988509056,0.07533618594576552,0.09997621782179213,-0.05986245653180853,0.14492529178324015,0.34710531330006805,-0.4812669038047709
1488,6.729283699998632,-0.016415457227140887,-0.0014151921510294789,0.010922615697089817,0.0012994331736448218,0.0006868065515791074,0.029439338650171395,0.07598319955936159,0.10153955218236382,-0.06203207883586118,0.14274748018515737,0.34799878835890014,-0.483321795003145
1489,6.733928599991486,-0.01635101909713407,-0.0013557559834309328,0.011190326824888835,0.0016427049390458012,0.0011470990684852248,0.029155414700032058,0.07662035264020427,0.10310679744788663,-0.06421082311072805,0.1405410313108643,0.3488424954502118,-0.4853227556458005
1490,6.73814419998962,-0.016362186358652945,-0.0013173112270236944,0.011283069111100323,0.0019888203478729194,0.0016144501818727336,0.02886166966124888,0.0772475170862619,0.10467772889169173,-0.06639844577906896,0.13830622914496665,0.34963599324471395,-0.48726930151258024
1491,6.742340400000103,-0.016372615629576207,-0.0012724007096295853,0.011352005881974277,0.0023377341741446424,0.0020888759421496036,0.028558064157252396,0.0778645660826256,0.1062521198144125,-0.0685947011002391,0.13604336279290316,0.35037884750534376,-0.48916095367493967
