,TLX_q,TLX_awwl,MS_q,MS_score,MD_r,SE_r
0,58,1362,56,28,1,60
1,62,,0,27.5,,70
2,79,,55,58.5,,70
3,61,,0,20.5,,10
4,73,,42,,,81
5,23,,75,,,
6,,,13,,,
7,,,28,,,
