,TLX_q,TLX_awwl,MS_q,MS_score,MD_r,SE_r
0,61.0,1270.0,36.0,36.5,3.0,41.0
1,62.0,,37.0,35.5,,37.0
2,62.0,,35.0,37.5,,38.0
3,35.0,,36.0,62.5,,58.0
4,62.0,,37.0,,,62.0
5,61.0,,38.0,,,
6,,,59.0,,,
7,,,66.0,,,
