,TLX_q,TLX_awwl,MS_q,MS_score,MD_r,SE_r
0,63.0,1406.0,79.0,76.5,5.0,74.0
1,66.0,,74.0,72.0,,66.0
2,63.0,,71.0,49.5,,66.0
3,68.0,,73.0,30.0,,76.0
4,71.0,,27.0,,,54.0
5,61.0,,72.0,,,
6,,,27.0,,,
7,,,33.0,,,
