,TLX_q,TLX_awwl,MS_q,MS_score,MD_r,SE_r
0,44.0,1274.0,66.0,67.5,6.0,74.0
1,53.0,,69.0,66.0,,62.0
2,58.0,,65.0,58.0,,71.0
3,65.0,,67.0,51.5,,66.0
4,60.0,,40.0,,,79.0
5,64.0,,76.0,,,
6,,,68.0,,,
7,,,35.0,,,
