,TLX_q,TLX_awwl,MS_q,MS_score,MD_r,SE_r
0,40.0,962.0,64.0,62.5,4.0,34.0
1,41.0,,61.0,34.0,,42.0
2,42.0,,34.0,64.0,,38.0
3,12.0,,34.0,49.5,,81.0
4,39.0,,63.0,,,72.0
5,63.0,,65.0,,,
6,,,62.0,,,
7,,,37.0,,,
