,TLX_q,TLX_awwl,MS_q,MS_score,MD_r,SE_r
0,70.0,1206.0,54.0,32.0,4.0,38.0
1,60.0,,10.0,0.0,,64.0
2,16.0,,0.0,71.5,,75.0
3,67.0,,0.0,4.5,,25.0
4,56.0,,65.0,,,84.0
5,11.0,,78.0,,,
6,,,0.0,,,
7,,,9.0,,,
