,TLX_q,TLX_awwl,MS_q,MS_score,MD_r,SE_r
0,36.0,1056.0,35.0,49.5,5.0,83.0
1,32.0,,64.0,36.0,,35.0
2,62.0,,35.0,68.5,,41.0
3,37.0,,37.0,65.0,,93.0
4,24.0,,70.0,,,84.0
5,67.0,,67.0,,,
6,,,68.0,,,
7,,,62.0,,,
