,TLX_q,TLX_awwl,MS_q,MS_score,MD_r,SE_r
0,62.0,1192.0,71.0,67.5,7.0,83.0
1,68.0,,64.0,71.5,,85.0
2,34.0,,65.0,72.0,,81.0
3,58.0,,78.0,51.5,,77.0
4,57.0,,74.0,,,62.0
5,3.0,,70.0,,,
6,,,68.0,,,
7,,,35.0,,,
