,TLX_q,TLX_awwl,MS_q,MS_score,MD_r,SE_r
0,54.0,1385.0,51.0,30.0,1.0,50.0
1,67.0,,9.0,0.0,,67.0
2,62.0,,0.0,74.0,,65.0
3,64.0,,0.0,22.5,,10.0
4,72.0,,76.0,,,54.0
5,61.0,,72.0,,,
6,,,27.0,,,
7,,,18.0,,,
