,TLX_q,TLX_awwl,MS_q,MS_score,MD_r,SE_r
0,77.0,1494.0,11.0,15.0,2.0,11.0
1,74.0,,19.0,11.0,,35.0
2,56.0,,8.0,46.5,,28.0
3,7.0,,14.0,50.0,,10.0
4,75.0,,32.0,,,20.0
5,78.0,,61.0,,,
6,,,16.0,,,
7,,,84.0,,,
