,TLX_q,TLX_awwl,MS_q,MS_score,MD_r,SE_r
0,58.0,1189.0,61.0,60.5,4.0,65.0
1,56.0,,60.0,41.0,,68.0
2,44.0,,55.0,63.0,,70.0
3,60.0,,27.0,35.5,,58.0
4,55.0,,62.0,,,66.0
5,53.0,,64.0,,,
6,,,35.0,,,
7,,,36.0,,,
