,TLX_q,TLX_awwl,MS_q,MS_score,MD_r,SE_r
0,62.0,1235.0,61.0,62.0,6.0,88.0
1,69.0,,63.0,55.5,,65.0
2,38.0,,41.0,69.0,,75.0
3,64.0,,70.0,40.0,,91.0
4,52.0,,75.0,,,74.0
5,21.0,,63.0,,,
6,,,39.0,,,
7,,,41.0,,,
