,TLX_q,TLX_awwl,MS_q,MS_score,MD_r,SE_r
0,56.0,1254.0,65.0,65.5,6.0,69.0
1,59.0,,66.0,45.0,,65.0
2,56.0,,32.0,65.0,,68.0
3,62.0,,58.0,51.0,,67.0
4,62.0,,71.0,,,62.0
5,56.0,,59.0,,,
6,,,66.0,,,
7,,,36.0,,,
