,TLX_q,TLX_awwl,MS_q,MS_score,MD_r,SE_r
0,69.0,1673.0,71.0,41.0,1.0,53.0
1,61.0,,11.0,0.0,,69.0
2,76.0,,0.0,47.0,,60.0
3,95.0,,0.0,34.0,,11.0
4,84.0,,25.0,,,60.0
5,50.0,,69.0,,,
6,,,59.0,,,
7,,,9.0,,,
