,TLX_q,TLX_awwl,MS_q,MS_score,MD_r,SE_r
0,72.0,1519.0,71.0,44.5,1.0,76.0
1,71.0,,18.0,0.0,,81.0
2,79.0,,0.0,74.0,,80.0
3,76.0,,0.0,9.5,,12.0
4,67.0,,71.0,,,68.0
5,30.0,,77.0,,,
6,,,19.0,,,
7,,,0.0,,,
