,TLX_q,TLX_awwl,MS_q,MS_score,MD_r,SE_r
0,52.0,1126.0,55.0,53.5,5.0,60.0
1,51.0,,52.0,48.0,,66.0
2,41.0,,53.0,55.0,,69.0
3,65.0,,43.0,42.0,,69.0
4,51.0,,58.0,,,66.0
5,37.0,,52.0,,,
6,,,40.0,,,
7,,,44.0,,,
