,TLX_q,TLX_awwl,MS_q,MS_score,MD_r,SE_r
0,23.0,1141.0,73.0,73.5,6.0,91.0
1,19.0,,74.0,43.0,,66.0
2,32.0,,68.0,79.5,,64.0
3,75.0,,18.0,43.5,,93.0
4,15.0,,80.0,,,91.0
5,86.0,,79.0,,,
6,,,68.0,,,
7,,,19.0,,,
