,TLX_q,TLX_awwl,MS_q,MS_score,MD_r,SE_r
0,79.0,1738.0,18.0,19.0,1.0,24.0
1,74.0,,20.0,0.0,,16.0
2,80.0,,0.0,0.0,,21.0
3,28.0,,0.0,81.5,,31.0
4,81.0,,0.0,,,10.0
5,100.0,,0.0,,,
6,,,75.0,,,
7,,,88.0,,,
