,TLX_q,TLX_awwl,MS_q,MS_score,MD_r,SE_r
0,75.0,1483.0,44.0,41.5,4.0,66.0
1,60.0,,39.0,0.0,,30.0
2,10.0,,0.0,14.0,,61.0
3,27.0,,0.0,51.5,,21.0
4,72.0,,4.0,,,46.0
5,96.0,,24.0,,,
6,,,32.0,,,
7,,,71.0,,,
