,TLX_q,TLX_awwl,MS_q,MS_score,MD_r,SE_r
0,58.0,1080.0,62.0,60.0,5.0,87.0
1,60.0,,58.0,68.5,,65.0
2,38.0,,80.0,73.0,,92.0
3,48.0,,57.0,38.5,,56.0
4,44.0,,72.0,,,65.0
5,30.0,,74.0,,,
6,,,39.0,,,
7,,,38.0,,,
