,TLX_q,TLX_awwl,MS_q,MS_score,MD_r,SE_r
0,28.0,1492.0,28.0,32.5,6.0,65.0
1,88.0,,37.0,30.5,,68.0
2,100.0,,61.0,79.0,,74.0
3,17.0,,0.0,50.5,,60.0
4,67.0,,74.0,,,69.0
5,37.0,,84.0,,,
6,,,37.0,,,
7,,,64.0,,,
