,TLX_q,TLX_awwl,MS_q,MS_score,MD_r,SE_r
0,59.0,1453.0,65.0,68.0,2.0,71.0
1,71.0,,71.0,46.0,,79.0
2,38.0,,62.0,89.0,,38.0
3,87.0,,30.0,32.0,,84.0
4,72.0,,88.0,,,
5,34.0,,90.0,,,
6,,,34.0,,,
7,,,30.0,,,
