,TLX_q,TLX_awwl,MS_q,MS_score,MD_r,SE_r
0,56.0,1342.0,75.0,44.5,1.0,68.0
1,71.0,,14.0,0.0,,72.0
2,68.0,,0.0,65.0,,58.0
3,15.0,,0.0,35.0,,5.0
4,71.0,,62.0,,,76.0
5,53.0,,68.0,,,
6,,,53.0,,,
7,,,17.0,,,
