,TLX_q,TLX_awwl,MS_q,MS_score,MD_r,SE_r
0,62.0,1088.0,0.0,19.0,3.0,74.0
1,61.0,,38.0,0.0,,78.0
2,0.0,,0.0,76.5,,79.0
3,59.0,,0.0,0.0,,63.0
4,53.0,,71.0,,,72.0
5,8.0,,82.0,,,
6,,,0.0,,,
7,,,0.0,,,
