,TLX_q,TLX_awwl,MS_q,MS_score,MD_r,SE_r
0,61.0,1382.0,60.0,59.0,5.0,68.0
1,68.0,,58.0,56.5,,55.0
2,52.0,,56.0,63.0,,87.0
3,52.0,,57.0,38.5,,72.0
4,69.0,,68.0,,,56.0
5,71.0,,58.0,,,
6,,,36.0,,,
7,,,41.0,,,
