,TLX_q,TLX_awwl,MS_q,MS_score,MD_r,SE_r
0,74.0,1637.0,0.0,9.0,1.0,19.0
1,89.0,,18.0,2.0,,25.0
2,10.0,,4.0,47.0,,32.0
3,96.0,,0.0,72.0,,4.0
4,40.0,,32.0,,,32.0
5,76.0,,62.0,,,
6,,,65.0,,,
7,,,79.0,,,
