,TLX_q,TLX_awwl,MS_q,MS_score,MD_r,SE_r
0,55.0,1156.0,54.0,53.5,4.0,59.0
1,53.0,,53.0,45.0,,59.0
2,43.0,,45.0,58.0,,71.0
3,64.0,,45.0,40.5,,62.0
4,53.0,,55.0,,,56.0
5,40.0,,61.0,,,
6,,,43.0,,,
7,,,38.0,,,
