,TLX_q,TLX_awwl,MS_q,MS_score,MD_r,SE_r
0,71.0,1221.0,46.0,50.0,4.0,46.0
1,53.0,,54.0,47.5,,58.0
2,42.0,,49.0,49.5,,62.0
3,58.0,,46.0,37.5,,56.0
4,56.0,,43.0,,,55.0
5,38.0,,56.0,,,
6,,,39.0,,,
7,,,36.0,,,
