,TLX_q,TLX_awwl,MS_q,MS_score,MD_r,SE_r
0,59.0,1253.0,55.0,56.5,5.0,76.0
1,66.0,,58.0,48.5,,62.0
2,38.0,,59.0,67.0,,74.0
3,68.0,,38.0,34.5,,62.0
4,56.0,,69.0,,,68.0
5,35.0,,65.0,,,
6,,,40.0,,,
7,,,29.0,,,
