,TLX_q,TLX_awwl,MS_q,MS_score,MD_r,SE_r
0,83.0,942.0,52.0,42.5,2.0,70.0
1,30.0,,33.0,0.0,,37.0
2,20.0,,0.0,67.5,,75.0
3,27.0,,0.0,69.0,,16.0
4,13.0,,70.0,,,78.0
5,38.0,,65.0,,,
6,,,61.0,,,
7,,,77.0,,,
