,TLX_q,TLX_awwl,MS_q,MS_score,MD_r,SE_r
0,69.0,985.0,55.0,44.0,2.0,32.0
1,41.0,,33.0,0.0,,64.0
2,6.0,,0.0,67.0,,66.0
3,18.0,,0.0,0.0,,60.0
4,58.0,,57.0,,,56.0
5,25.0,,77.0,,,
6,,,0.0,,,
7,,,0.0,,,
