,TLX_q,TLX_awwl,MS_q,MS_score,MD_r,SE_r
0,67.0,1412.0,38.0,37.5,5.0,59.0
1,65.0,,37.0,51.0,,50.0
2,31.0,,60.0,46.0,,52.0
3,64.0,,42.0,56.0,,71.0
4,60.0,,48.0,,,40.0
5,79.0,,44.0,,,
6,,,53.0,,,
7,,,59.0,,,
