,TLX_q,TLX_awwl,MS_q,MS_score,MD_r,SE_r
0,36.0,1820.0,20.0,41.5,4.0,38.0
1,87.0,,63.0,30.5,,63.0
2,100.0,,61.0,38.5,,56.0
3,93.0,,0.0,72.0,,36.0
4,81.0,,36.0,,,88.0
5,64.0,,41.0,,,
6,,,62.0,,,
7,,,82.0,,,
