,TLX_q,TLX_awwl,MS_q,MS_score,MD_r,SE_r
0,59.0,1353.0,63.0,38.5,1.0,65.0
1,65.0,,14.0,0.0,,70.0
2,63.0,,0.0,70.0,,71.0
3,28.0,,0.0,29.0,,9.0
4,74.0,,69.0,,,54.0
5,62.0,,71.0,,,
6,,,58.0,,,
7,,,0.0,,,
