,TLX_q,TLX_awwl,MS_q,MS_score,MD_r,SE_r
0,61.0,1061.0,0.0,8.0,3.0,62.0
1,53.0,,16.0,0.0,,64.0
2,0.0,,0.0,74.5,,69.0
3,58.0,,0.0,0.0,,64.0
4,58.0,,72.0,,,63.0
5,7.0,,77.0,,,
6,,,0.0,,,
7,,,0.0,,,
