,TLX_q,TLX_awwl,MS_q,MS_score,MD_r,SE_r
0,55.0,1095.0,52.0,53.0,3.0,54.0
1,46.0,,54.0,47.0,,56.0
2,45.0,,47.0,56.0,,68.0
3,55.0,,47.0,40.5,,56.0
4,55.0,,56.0,,,65.0
5,42.0,,56.0,,,
6,,,38.0,,,
7,,,43.0,,,
