,TLX_q,TLX_awwl,MS_q,MS_score,MD_r,SE_r
0,62.0,1204.0,0.0,16.0,2.0,91.0
1,60.0,,32.0,0.0,,84.0
2,0.0,,0.0,86.0,,82.0
3,79.0,,0.0,0.0,,17.0
4,60.0,,83.0,,,72.0
5,0.0,,89.0,,,
6,,,0.0,,,
7,,,0.0,,,
