,TLX_q,TLX_awwl,MS_q,MS_score,MD_r,SE_r
0,61.0,1186.0,64.0,63.5,4.0,62.0
1,55.0,,63.0,49.5,,65.0
2,40.0,,62.0,62.0,,74.0
3,55.0,,37.0,36.0,,66.0
4,45.0,,64.0,,,66.0
5,61.0,,60.0,,,
6,,,33.0,,,
7,,,39.0,,,
