,TLX_q,TLX_awwl,MS_q,MS_score,MD_r,SE_r
0,39.0,1412.0,73.0,68.5,3.0,70.0
1,68.0,,64.0,62.5,,70.0
2,68.0,,64.0,66.0,,71.0
3,35.0,,61.0,57.5,,41.0
4,61.0,,66.0,,,76.0
5,84.0,,66.0,,,
6,,,73.0,,,
7,,,42.0,,,
