,TLX_q,TLX_awwl,MS_q,MS_score,MD_r,SE_r
0,82.0,1620.0,26.0,19.0,3.0,10.0
1,68.0,,12.0,0.0,,29.0
2,35.0,,0.0,9.5,,16.0
3,12.0,,0.0,56.5,,32.0
4,86.0,,10.0,,,42.0
5,96.0,,9.0,,,
6,,,21.0,,,
7,,,92.0,,,
