,TLX_q,TLX_awwl,MS_q,MS_score,MD_r,SE_r
0,54.0,1205.0,69.0,68.5,6.0,77.0
1,60.0,,68.0,72.0,,75.0
2,38.0,,69.0,68.5,,88.0
3,66.0,,75.0,53.5,,90.0
4,59.0,,62.0,,,62.0
5,35.0,,75.0,,,
6,,,41.0,,,
7,,,66.0,,,
